Municipality,Sex,Workforce,Worked Hours Week,Worked Days Week,Monthly Wage,Workforce MOE
Jalacingo,Mujer,3748.0,42.0,5.0,2374.0,1644.0
Jalacingo,Hombre,5419.0,47.0,5.0,3586.0,1859.0
Cantamayec,Mujer,1301.0,13.0,4.0,588.0,447.0
Cantamayec,Hombre,1330.0,34.0,4.0,3306.0,539.0
Maxcanú,Mujer,1652.0,31.0,4.0,3226.0,522.0
Maxcanú,Hombre,2341.0,44.0,5.0,4551.0,636.0
Luis Moya,Mujer,1024.0,40.0,5.0,3770.0,455.0
Luis Moya,Hombre,1315.0,44.0,5.0,4407.0,503.0
Zacazonapan,Mujer,291.0,45.0,5.0,3237.0,173.0
Zacazonapan,Hombre,714.0,51.0,5.0,2810.0,246.0
San Joaquín,Mujer,1194.0,39.0,5.0,1634.0,479.0
San Joaquín,Hombre,1052.0,44.0,5.0,3708.0,461.0
López,Mujer,1274.0,45.0,5.0,3593.0,725.0
López,Hombre,1038.0,37.0,5.0,4850.0,643.0
Cualác,Mujer,3751.0,34.0,5.0,4250.0,1518.0
Cualác,Hombre,1873.0,41.0,5.0,5189.0,1135.0
Quechultenango,Mujer,2750.0,40.0,5.0,2171.0,1029.0
Quechultenango,Hombre,2734.0,43.0,5.0,4146.0,1060.0
Santiago Tulantepec de Lugo Guerrero,Mujer,3867.0,35.0,4.0,4529.0,2128.0
Santiago Tulantepec de Lugo Guerrero,Hombre,6224.0,41.0,4.0,4404.0,2792.0
San Melchor Betaza,Mujer,6688.0,43.0,6.0,879.0,1598.0
San Melchor Betaza,Hombre,771.0,63.0,6.0,3870.0,545.0
San Miguel Amatitlán,Mujer,4361.0,26.0,5.0,1019.0,1341.0
San Miguel Amatitlán,Hombre,2376.0,38.0,5.0,2326.0,1098.0
San Miguel Suchixtepec,Mujer,2799.0,25.0,4.0,535.0,1152.0
San Miguel Suchixtepec,Hombre,6116.0,39.0,4.0,3677.0,1423.0
Santa María Chachoápam,Mujer,3191.0,26.0,4.0,1480.0,1474.0
Santa María Chachoápam,Hombre,3780.0,45.0,4.0,4248.0,1565.0
Totontepec Villa de Morelos,Mujer,2032.0,35.0,5.0,1814.0,929.0
Totontepec Villa de Morelos,Hombre,2250.0,42.0,4.0,2183.0,1002.0
Huehuetla,Mujer,1881.0,29.0,5.0,1554.0,849.0
Huehuetla,Hombre,1839.0,44.0,5.0,2728.0,888.0
Tlapacoya,Mujer,1858.0,38.0,5.0,1457.0,1029.0
Tlapacoya,Hombre,1778.0,37.0,4.0,2184.0,1069.0
Vetagrande,Mujer,868.0,34.0,5.0,3424.0,437.0
Vetagrande,Hombre,1520.0,41.0,4.0,4435.0,542.0
Pisaflores,Mujer,2019.0,23.0,4.0,1565.0,950.0
Pisaflores,Hombre,1987.0,39.0,5.0,2454.0,941.0
Padilla,Mujer,1351.0,28.0,4.0,1294.0,672.0
Padilla,Hombre,1080.0,31.0,3.0,2895.0,588.0
San Antonio Huitepec,Mujer,732.0,34.0,5.0,850.0,582.0
San Antonio Huitepec,Hombre,552.0,31.0,3.0,3941.0,552.0
San Buenaventura,Mujer,1672.0,38.0,5.0,4993.0,646.0
San Buenaventura,Hombre,2709.0,40.0,5.0,5749.0,781.0
Amatenango de la Frontera,Mujer,4333.0,30.0,4.0,2384.0,1653.0
Amatenango de la Frontera,Hombre,5795.0,42.0,5.0,4217.0,1652.0
Chapultenango,Mujer,1680.0,32.0,5.0,1381.0,1089.0
Chapultenango,Hombre,2452.0,45.0,5.0,3644.0,1323.0
Chiapa de Corzo,Mujer,2081.0,37.0,5.0,5821.0,487.0
Chiapa de Corzo,Hombre,2936.0,45.0,5.0,6277.0,590.0
Chicoasén,Mujer,2176.0,39.0,5.0,3108.0,887.0
Chicoasén,Hombre,1931.0,50.0,5.0,4583.0,869.0
Chilón,Mujer,2985.0,34.0,5.0,3296.0,1239.0
Chilón,Hombre,3753.0,41.0,5.0,4490.0,1225.0
Escuintla,Mujer,1754.0,37.0,5.0,3905.0,882.0
Escuintla,Hombre,2410.0,46.0,5.0,5482.0,1062.0
Ostuacán,Mujer,1852.0,27.0,4.0,2301.0,1223.0
Ostuacán,Hombre,4150.0,39.0,5.0,3706.0,1644.0
Tuxtla Chico,Mujer,4121.0,34.0,5.0,4579.0,1507.0
Tuxtla Chico,Hombre,4341.0,47.0,5.0,5447.0,1592.0
Marqués de Comillas,Mujer,3157.0,31.0,5.0,3202.0,1605.0
Marqués de Comillas,Hombre,2832.0,50.0,5.0,4304.0,1472.0
Batopilas de Manuel Gómez Morín,Mujer,1740.0,35.0,5.0,8478.0,1120.0
Batopilas de Manuel Gómez Morín,Hombre,1273.0,44.0,5.0,5691.0,890.0
Carichí,Mujer,971.0,32.0,5.0,1373.0,688.0
Carichí,Hombre,1772.0,40.0,5.0,3730.0,903.0
Nazas,Mujer,1263.0,26.0,4.0,2963.0,500.0
Nazas,Hombre,1246.0,42.0,5.0,4632.0,499.0
Romita,Mujer,3740.0,34.0,5.0,2658.0,1415.0
Romita,Hombre,5033.0,48.0,5.0,4307.0,1667.0
Buenavista de Cuéllar,Mujer,1720.0,33.0,5.0,2424.0,741.0
Buenavista de Cuéllar,Hombre,2211.0,45.0,5.0,4448.0,865.0
Ometepec,Mujer,5259.0,36.0,5.0,3685.0,1396.0
Ometepec,Hombre,3194.0,41.0,5.0,4950.0,1173.0
Tepecoacuilco de Trujano,Mujer,2360.0,33.0,5.0,3402.0,999.0
Tepecoacuilco de Trujano,Hombre,2360.0,39.0,5.0,4835.0,1055.0
Tetipac,Mujer,1467.0,27.0,5.0,1982.0,829.0
Tetipac,Hombre,1342.0,41.0,5.0,3413.0,887.0
Tlalchapa,Mujer,2266.0,31.0,5.0,3085.0,1055.0
Tlalchapa,Hombre,1732.0,37.0,5.0,5338.0,967.0
Tlapehuala,Mujer,1759.0,34.0,5.0,3050.0,824.0
Tlapehuala,Hombre,1968.0,44.0,5.0,4920.0,883.0
Zirándaro,Mujer,1497.0,36.0,5.0,2626.0,725.0
Zirándaro,Hombre,1436.0,41.0,5.0,3656.0,740.0
Actopan,Mujer,3862.0,35.0,5.0,4043.0,1331.0
Actopan,Hombre,3687.0,43.0,5.0,4804.0,1317.0
Atlapexco,Mujer,2226.0,28.0,4.0,1884.0,1003.0
Atlapexco,Hombre,1885.0,47.0,5.0,3943.0,952.0
Chapantongo,Mujer,2139.0,30.0,5.0,2220.0,887.0
Chapantongo,Hombre,2530.0,40.0,5.0,3495.0,963.0
Nopala de Villagrán,Mujer,2552.0,33.0,5.0,1854.0,1060.0
Nopala de Villagrán,Hombre,2697.0,52.0,5.0,3997.0,1019.0
Santiago de Anaya,Mujer,2718.0,37.0,5.0,2901.0,1086.0
Santiago de Anaya,Hombre,2334.0,44.0,5.0,5302.0,1001.0
Tepehuacán de Guerrero,Mujer,2419.0,29.0,4.0,2738.0,1070.0
Tepehuacán de Guerrero,Hombre,2338.0,36.0,4.0,4311.0,1014.0
Zapotlán de Juárez,Mujer,3292.0,34.0,4.0,3640.0,1166.0
Zapotlán de Juárez,Hombre,3645.0,41.0,5.0,4379.0,1239.0
Acatlán de Juárez,Mujer,4266.0,38.0,5.0,4649.0,1856.0
Acatlán de Juárez,Hombre,6130.0,43.0,5.0,4846.0,2212.0
Chapala,Mujer,5627.0,33.0,5.0,4671.0,2132.0
Chapala,Hombre,7688.0,41.0,5.0,5197.0,2251.0
Sayula,Mujer,4042.0,35.0,5.0,4804.0,1798.0
Sayula,Hombre,5036.0,38.0,5.0,4873.0,1970.0
San Gabriel,Mujer,1589.0,33.0,5.0,1721.0,1031.0
San Gabriel,Hombre,1846.0,40.0,5.0,4367.0,1145.0
San Martín de las Pirámides,Mujer,4852.0,35.0,5.0,2503.0,2041.0
San Martín de las Pirámides,Hombre,5379.0,44.0,5.0,3251.0,2090.0
Arteaga,Mujer,1785.0,35.0,5.0,4865.0,880.0
Arteaga,Hombre,3343.0,42.0,5.0,5576.0,1150.0
Coalcomán de Vázquez Pallares,Mujer,6037.0,32.0,5.0,3804.0,2182.0
Coalcomán de Vázquez Pallares,Hombre,6265.0,38.0,4.0,5244.0,2231.0
Contepec,Mujer,3859.0,34.0,5.0,2460.0,1477.0
Contepec,Hombre,4344.0,41.0,5.0,3687.0,1605.0
Jiquilpan,Mujer,1912.0,35.0,5.0,4022.0,951.0
Jiquilpan,Hombre,2746.0,46.0,5.0,7537.0,1086.0
Marcos Castellanos,Mujer,4582.0,31.0,4.0,4232.0,1757.0
Marcos Castellanos,Hombre,4587.0,37.0,5.0,5896.0,1721.0
Pajacuarán,Mujer,1582.0,30.0,5.0,3097.0,861.0
Pajacuarán,Hombre,2695.0,41.0,5.0,5599.0,1175.0
Temoac,Mujer,2700.0,35.0,5.0,2160.0,744.0
Temoac,Hombre,2093.0,44.0,5.0,3031.0,638.0
San Pedro Lagunillas,Mujer,682.0,29.0,5.0,3078.0,299.0
San Pedro Lagunillas,Hombre,424.0,35.0,5.0,5779.0,237.0
Agualeguas,Mujer,856.0,24.0,3.0,2155.0,483.0
Agualeguas,Hombre,1399.0,38.0,4.0,3211.0,605.0
Hualahuises,Mujer,879.0,30.0,4.0,4336.0,475.0
Hualahuises,Hombre,1405.0,40.0,4.0,5266.0,578.0
Cosolapa,Mujer,2640.0,33.0,4.0,1767.0,1077.0
Cosolapa,Hombre,1861.0,50.0,5.0,4061.0,923.0
Rojas de Cuauhtémoc,Mujer,2330.0,38.0,5.0,2308.0,1067.0
Rojas de Cuauhtémoc,Hombre,3026.0,45.0,5.0,3214.0,1230.0
San Martín Peras,Mujer,1122.0,30.0,6.0,733.0,835.0
San Martín Peras,Hombre,1037.0,42.0,5.0,3170.0,785.0
San Pedro Mártir Yucuxaco,Mujer,1421.0,43.0,6.0,750.0,808.0
San Pedro Mártir Yucuxaco,Hombre,1372.0,45.0,5.0,2461.0,767.0
San Pedro Tapanatepec,Mujer,1840.0,34.0,5.0,3037.0,871.0
San Pedro Tapanatepec,Hombre,1400.0,44.0,5.0,3265.0,724.0
Santa Catarina Quiané,Mujer,2272.0,31.0,5.0,1756.0,1020.0
Santa Catarina Quiané,Hombre,1958.0,49.0,5.0,3508.0,969.0
Santa María Huazolotitlán,Mujer,2731.0,30.0,5.0,2727.0,1254.0
Santa María Huazolotitlán,Hombre,1830.0,37.0,5.0,3635.0,1044.0
Santiago Tapextla,Mujer,3738.0,17.0,4.0,1877.0,1464.0
Santiago Tapextla,Hombre,1886.0,45.0,5.0,3878.0,1091.0
Santiago Tilantongo,Mujer,1181.0,25.0,6.0,270.0,704.0
Santiago Tilantongo,Hombre,570.0,73.0,6.0,2059.0,514.0
Santo Domingo Ingenio,Mujer,2125.0,29.0,4.0,2263.0,898.0
Santo Domingo Ingenio,Hombre,2068.0,37.0,5.0,3181.0,899.0
Santo Domingo Tonalá,Mujer,1926.0,38.0,5.0,3441.0,833.0
Santo Domingo Tonalá,Hombre,2375.0,45.0,5.0,3339.0,952.0
Villa de Zaachila,Mujer,3314.0,39.0,5.0,4076.0,1068.0
Villa de Zaachila,Hombre,3182.0,42.0,5.0,3718.0,1069.0
Ajalpan,Mujer,3493.0,37.0,5.0,1667.0,1166.0
Ajalpan,Hombre,3304.0,49.0,5.0,2970.0,1098.0
Calpan,Mujer,3160.0,36.0,5.0,2102.0,1360.0
Calpan,Hombre,2971.0,48.0,5.0,3141.0,1322.0
Chalchicomula de Sesma,Mujer,6714.0,37.0,5.0,2753.0,2065.0
Chalchicomula de Sesma,Hombre,6116.0,45.0,5.0,4025.0,1913.0
Chignahuapan,Mujer,7696.0,35.0,5.0,3053.0,2228.0
Chignahuapan,Hombre,6783.0,41.0,5.0,3185.0,2100.0
Esperanza,Mujer,3726.0,36.0,5.0,2787.0,1560.0
Esperanza,Hombre,4681.0,49.0,5.0,3619.0,1763.0
Huaquechula,Mujer,3439.0,35.0,5.0,2167.0,1393.0
Huaquechula,Hombre,2024.0,42.0,5.0,3399.0,1136.0
Molcaxac,Mujer,3444.0,35.0,5.0,1343.0,1488.0
Molcaxac,Hombre,1883.0,46.0,5.0,3329.0,1120.0
Los Reyes de Juárez,Mujer,8585.0,41.0,5.0,2055.0,2248.0
Los Reyes de Juárez,Hombre,3703.0,49.0,6.0,2588.0,1465.0
San Nicolás Buenos Aires,Mujer,2793.0,33.0,4.0,1551.0,1289.0
San Nicolás Buenos Aires,Hombre,2639.0,40.0,5.0,2889.0,1215.0
San Salvador el Verde,Mujer,4865.0,30.0,5.0,1312.0,1867.0
San Salvador el Verde,Hombre,6569.0,50.0,5.0,4205.0,2176.0
Tochtepec,Mujer,3722.0,30.0,4.0,2140.0,1488.0
Tochtepec,Hombre,3668.0,42.0,5.0,2787.0,1726.0
Ezequiel Montes,Mujer,1454.0,37.0,5.0,2719.0,527.0
Ezequiel Montes,Hombre,2135.0,47.0,5.0,4452.0,628.0
Tulum,Mujer,1336.0,41.0,5.0,5451.0,484.0
Tulum,Hombre,1798.0,44.0,5.0,6772.0,562.0
San Nicolás Tolentino,Mujer,1031.0,27.0,5.0,1411.0,517.0
San Nicolás Tolentino,Hombre,1547.0,39.0,5.0,2321.0,647.0
Villa Juárez,Mujer,1354.0,29.0,4.0,2412.0,581.0
Villa Juárez,Hombre,1922.0,38.0,4.0,3237.0,710.0
Tepache,Mujer,498.0,16.0,4.0,1658.0,386.0
Tepache,Hombre,1466.0,32.0,4.0,4000.0,626.0
Antiguo Morelos,Mujer,2158.0,21.0,4.0,828.0,969.0
Antiguo Morelos,Hombre,2895.0,35.0,4.0,2672.0,1034.0
Carrillo Puerto,Mujer,2609.0,38.0,5.0,1107.0,1429.0
Carrillo Puerto,Hombre,2441.0,44.0,5.0,3231.0,1433.0
Cosautlán de Carvajal,Mujer,3615.0,31.0,5.0,2155.0,1617.0
Cosautlán de Carvajal,Hombre,2363.0,49.0,5.0,2709.0,1414.0
Hidalgotitlán,Mujer,2822.0,31.0,5.0,2402.0,1531.0
Hidalgotitlán,Hombre,6461.0,46.0,5.0,3731.0,2164.0
Ignacio de la Llave,Mujer,2237.0,33.0,4.0,3858.0,1380.0
Ignacio de la Llave,Hombre,4072.0,38.0,5.0,3811.0,1846.0
Ixhuatlán del Sureste,Mujer,2987.0,36.0,5.0,3695.0,1550.0
Ixhuatlán del Sureste,Hombre,6972.0,45.0,5.0,5422.0,2497.0
Ixmatlahuacan,Mujer,3628.0,27.0,4.0,1401.0,1757.0
Ixmatlahuacan,Hombre,2771.0,45.0,5.0,4071.0,1522.0
Xico,Mujer,3740.0,38.0,5.0,3601.0,1586.0
Xico,Hombre,4641.0,43.0,5.0,3500.0,1725.0
Juan Rodríguez Clara,Mujer,3544.0,36.0,5.0,4508.0,1739.0
Juan Rodríguez Clara,Hombre,6307.0,41.0,5.0,5958.0,2065.0
Juchique de Ferrer,Mujer,4575.0,37.0,5.0,2000.0,1998.0
Juchique de Ferrer,Hombre,3081.0,41.0,5.0,3612.0,1653.0
Martínez de la Torre,Mujer,5300.0,38.0,5.0,4009.0,1785.0
Martínez de la Torre,Hombre,5884.0,44.0,5.0,4808.0,1977.0
Platón Sánchez,Mujer,3307.0,32.0,4.0,3216.0,1630.0
Platón Sánchez,Hombre,5201.0,41.0,5.0,3336.0,2096.0
Santiago Tuxtla,Mujer,4331.0,35.0,5.0,2518.0,1950.0
Santiago Tuxtla,Hombre,5287.0,41.0,5.0,3788.0,2124.0
Soteapan,Mujer,3692.0,46.0,5.0,2126.0,1800.0
Soteapan,Hombre,2362.0,42.0,5.0,2458.0,1502.0
Tamiahua,Mujer,2773.0,32.0,4.0,2066.0,1390.0
Tamiahua,Hombre,6862.0,38.0,4.0,3756.0,1914.0
Tantima,Mujer,1420.0,20.0,5.0,889.0,1029.0
Tantima,Hombre,8471.0,50.0,5.0,2801.0,2314.0
Tempoal,Mujer,3108.0,32.0,5.0,4084.0,1419.0
Tempoal,Hombre,4692.0,43.0,5.0,4267.0,1785.0
Zontecomatlán de López y Fuentes,Mujer,3368.0,35.0,5.0,1372.0,1745.0
Zontecomatlán de López y Fuentes,Hombre,3267.0,43.0,5.0,2851.0,1692.0
Tatahuicapan de Juárez,Mujer,3003.0,21.0,3.0,2106.0,1597.0
Tatahuicapan de Juárez,Hombre,7635.0,37.0,5.0,3644.0,2305.0
Uxpanapa,Mujer,3011.0,40.0,5.0,3646.0,1657.0
Uxpanapa,Hombre,2521.0,38.0,4.0,3796.0,1557.0
Cansahcab,Mujer,924.0,28.0,4.0,3283.0,419.0
Cansahcab,Hombre,1343.0,40.0,5.0,4317.0,478.0
Chocholá,Mujer,1936.0,42.0,5.0,4228.0,558.0
Chocholá,Hombre,2803.0,47.0,5.0,4525.0,680.0
Huhí,Mujer,1115.0,32.0,5.0,2579.0,470.0
Huhí,Hombre,1430.0,45.0,5.0,4050.0,504.0
Ixil,Mujer,1007.0,38.0,5.0,3361.0,432.0
Ixil,Hombre,1110.0,43.0,5.0,4355.0,466.0
Kaua,Mujer,1431.0,28.0,5.0,1555.0,537.0
Kaua,Hombre,1179.0,47.0,5.0,4399.0,507.0
Muna,Mujer,1515.0,28.0,5.0,3098.0,482.0
Muna,Hombre,1212.0,42.0,5.0,4078.0,448.0
Opichén,Mujer,1185.0,24.0,4.0,1472.0,428.0
Opichén,Hombre,2160.0,45.0,5.0,3662.0,570.0
Tekantó,Mujer,1456.0,30.0,4.0,2008.0,522.0
Tekantó,Hombre,1087.0,37.0,4.0,2488.0,428.0
Temozón,Mujer,3685.0,34.0,5.0,2649.0,702.0
Temozón,Hombre,1952.0,42.0,5.0,4009.0,599.0
Tunkás,Mujer,797.0,34.0,4.0,1114.0,353.0
Tunkás,Hombre,578.0,29.0,4.0,3925.0,314.0
Yaxkukul,Mujer,1890.0,26.0,4.0,2815.0,778.0
Yaxkukul,Hombre,2857.0,40.0,5.0,4369.0,1012.0
Yobaín,Mujer,529.0,23.0,4.0,1865.0,310.0
Yobaín,Hombre,1089.0,35.0,4.0,3218.0,417.0
Noria de Ángeles,Mujer,1139.0,32.0,5.0,2159.0,469.0
Noria de Ángeles,Hombre,1521.0,46.0,5.0,3546.0,560.0
Villa González Ortega,Mujer,930.0,27.0,4.0,2481.0,426.0
Villa González Ortega,Hombre,839.0,42.0,4.0,4227.0,411.0
Simojovel,Mujer,3210.0,38.0,5.0,3628.0,1231.0
Simojovel,Hombre,4301.0,41.0,5.0,3784.0,1399.0
Ciénega de Flores,Mujer,1898.0,40.0,4.0,4979.0,648.0
Ciénega de Flores,Hombre,3139.0,45.0,5.0,5514.0,749.0
Iturbide,Mujer,746.0,34.0,4.0,2638.0,410.0
Iturbide,Hombre,1134.0,43.0,5.0,4537.0,478.0
Santiago Xiacuí,Mujer,1702.0,23.0,4.0,1605.0,833.0
Santiago Xiacuí,Hombre,1647.0,42.0,4.0,2694.0,781.0
Cacahoatán,Mujer,2487.0,32.0,4.0,4559.0,998.0
Cacahoatán,Hombre,2196.0,47.0,5.0,5152.0,946.0
Chalchihuitán,Mujer,1519.0,42.0,6.0,807.0,1086.0
Chalchihuitán,Hombre,1981.0,34.0,4.0,2069.0,1200.0
Pantepec,Mujer,3889.0,33.0,4.0,2025.0,1707.0
Pantepec,Hombre,3315.0,39.0,5.0,3080.0,1504.0
Reforma,Mujer,2766.0,40.0,5.0,3937.0,1497.0
Reforma,Hombre,4603.0,48.0,5.0,5293.0,1859.0
Totolapa,Mujer,3201.0,40.0,6.0,1607.0,1376.0
Totolapa,Hombre,1456.0,48.0,5.0,5733.0,993.0
Unión Juárez,Mujer,3016.0,29.0,4.0,3232.0,1160.0
Unión Juárez,Hombre,2601.0,48.0,5.0,4361.0,1116.0
Doctor Mora,Mujer,2796.0,32.0,4.0,3167.0,1167.0
Doctor Mora,Hombre,4062.0,46.0,5.0,3976.0,1426.0
Jerécuaro,Mujer,2662.0,36.0,5.0,2034.0,1109.0
Jerécuaro,Hombre,4121.0,45.0,5.0,3944.0,1355.0
Olinalá,Mujer,3709.0,35.0,5.0,1435.0,1325.0
Olinalá,Hombre,2836.0,41.0,5.0,3139.0,1225.0
José Joaquín de Herrera,Mujer,2437.0,35.0,5.0,2289.0,855.0
José Joaquín de Herrera,Hombre,1243.0,42.0,5.0,3245.0,653.0
San Agustín Tlaxiaca,Mujer,3278.0,38.0,5.0,2458.0,1250.0
San Agustín Tlaxiaca,Hombre,3697.0,47.0,5.0,4708.0,1342.0
Tlahuelilpan,Mujer,3767.0,36.0,4.0,2622.0,1314.0
Tlahuelilpan,Hombre,5913.0,41.0,5.0,4378.0,1700.0
El Arenal,Mujer,2918.0,33.0,4.0,2891.0,1340.0
El Arenal,Hombre,4019.0,41.0,5.0,4810.0,1534.0
Mazamitla,Mujer,2701.0,33.0,4.0,2340.0,1505.0
Mazamitla,Hombre,4399.0,43.0,5.0,5035.0,1777.0
Tonaya,Mujer,6176.0,36.0,5.0,4431.0,2261.0
Tonaya,Hombre,4977.0,38.0,5.0,4650.0,2103.0
Hueypoxtla,Mujer,6385.0,38.0,5.0,1925.0,2483.0
Hueypoxtla,Hombre,10603.0,44.0,5.0,3932.0,3040.0
Malinalco,Mujer,5002.0,35.0,5.0,2266.0,2058.0
Malinalco,Hombre,4058.0,43.0,5.0,3081.0,1788.0
Nextlalpan,Mujer,6330.0,40.0,5.0,2552.0,2378.0
Nextlalpan,Hombre,7490.0,48.0,5.0,3551.0,2521.0
San Felipe del Progreso,Mujer,4510.0,32.0,5.0,1728.0,2378.0
San Felipe del Progreso,Hombre,7584.0,47.0,5.0,2993.0,2965.0
Tianguistenco,Mujer,11427.0,38.0,5.0,1808.0,2960.0
Tianguistenco,Hombre,15077.0,43.0,5.0,2778.0,3259.0
Villa de Allende,Mujer,3598.0,41.0,5.0,1183.0,1900.0
Villa de Allende,Hombre,9683.0,44.0,5.0,3836.0,2719.0
Epitacio Huerta,Mujer,3640.0,32.0,5.0,4090.0,1488.0
Epitacio Huerta,Hombre,2748.0,39.0,5.0,5637.0,1324.0
Madero,Mujer,2237.0,39.0,5.0,2030.0,1161.0
Madero,Hombre,3077.0,40.0,5.0,2741.0,1378.0
Peribán,Mujer,3000.0,31.0,4.0,4383.0,1506.0
Peribán,Hombre,2867.0,39.0,5.0,6554.0,1529.0
Queréndaro,Mujer,3160.0,38.0,5.0,4549.0,1350.0
Queréndaro,Hombre,4419.0,44.0,5.0,6063.0,1589.0
Tancítaro,Mujer,3244.0,27.0,5.0,2546.0,1593.0
Tancítaro,Hombre,2904.0,41.0,5.0,6492.0,1685.0
Tangamandapio,Mujer,5265.0,35.0,5.0,3631.0,1664.0
Tangamandapio,Hombre,5419.0,39.0,5.0,5514.0,1707.0
Taretan,Mujer,2470.0,38.0,5.0,5827.0,1232.0
Taretan,Hombre,1653.0,43.0,5.0,5483.0,1028.0
Tarímbaro,Mujer,3196.0,36.0,5.0,6743.0,1581.0
Tarímbaro,Hombre,4286.0,41.0,5.0,6914.0,1667.0
Turicato,Mujer,2922.0,31.0,5.0,3321.0,1539.0
Turicato,Hombre,2638.0,39.0,5.0,6243.0,1546.0
Jonacatepec de Leandro Valle,Mujer,1340.0,36.0,5.0,2195.0,523.0
Jonacatepec de Leandro Valle,Hombre,1449.0,42.0,5.0,2467.0,572.0
Tetecala,Mujer,871.0,36.0,5.0,1861.0,396.0
Tetecala,Hombre,852.0,40.0,4.0,2124.0,394.0
General Zuazua,Mujer,2868.0,39.0,4.0,5294.0,769.0
General Zuazua,Hombre,4396.0,48.0,5.0,7299.0,916.0
Santiago,Mujer,2280.0,34.0,4.0,4992.0,1020.0
Santiago,Hombre,3649.0,42.0,5.0,7889.0,1238.0
Asunción Nochixtlán,Mujer,1649.0,37.0,5.0,2902.0,639.0
Asunción Nochixtlán,Hombre,1402.0,44.0,5.0,3338.0,599.0
Mesones Hidalgo,Mujer,2850.0,22.0,4.0,2720.0,1205.0
Mesones Hidalgo,Hombre,1811.0,40.0,4.0,4089.0,1026.0
Huautepec,Mujer,3152.0,21.0,4.0,456.0,1223.0
Huautepec,Hombre,1258.0,50.0,5.0,3516.0,844.0
San Felipe Tejalápam,Mujer,8542.0,45.0,5.0,4737.0,1801.0
San Felipe Tejalápam,Hombre,4992.0,41.0,5.0,3024.0,1302.0
San Juan Bautista Guelache,Mujer,2388.0,29.0,4.0,6563.0,1147.0
San Juan Bautista Guelache,Hombre,2075.0,37.0,4.0,7479.0,1087.0
San Juan Cacahuatepec,Mujer,3925.0,30.0,4.0,3284.0,1360.0
San Juan Cacahuatepec,Hombre,2477.0,40.0,4.0,3742.0,1006.0
San Juan Guelavía,Mujer,2590.0,40.0,5.0,674.0,1035.0
San Juan Guelavía,Hombre,1468.0,45.0,5.0,2392.0,740.0
Heroica Ciudad de Tlaxiaco,Mujer,4944.0,36.0,5.0,3851.0,1331.0
Heroica Ciudad de Tlaxiaco,Hombre,4201.0,41.0,4.0,5234.0,1380.0
Santa María Lachixío,Mujer,717.0,33.0,6.0,1008.0,578.0
Santa María Lachixío,Hombre,2201.0,54.0,6.0,7042.0,993.0
Santiago Cacaloxtepec,Mujer,2978.0,38.0,5.0,3274.0,916.0
Santiago Cacaloxtepec,Hombre,1118.0,43.0,5.0,4521.0,540.0
Santiago Textitlán,Mujer,1745.0,29.0,4.0,1713.0,1011.0
Santiago Textitlán,Hombre,1158.0,43.0,5.0,3801.0,817.0
Santo Domingo Petapa,Mujer,2132.0,27.0,5.0,1076.0,1009.0
Santo Domingo Petapa,Hombre,1099.0,29.0,3.0,3261.0,768.0
Santo Domingo Zanatepec,Mujer,2175.0,32.0,5.0,2910.0,831.0
Santo Domingo Zanatepec,Hombre,1606.0,35.0,4.0,3680.0,751.0
Santo Tomás Tamazulapan,Mujer,4110.0,43.0,5.0,2423.0,1295.0
Santo Tomás Tamazulapan,Hombre,2390.0,43.0,5.0,4559.0,976.0
Ahuazotepec,Mujer,4320.0,35.0,4.0,3229.0,1705.0
Ahuazotepec,Hombre,4219.0,39.0,5.0,3612.0,1666.0
Atoyatempan,Mujer,4063.0,28.0,4.0,3377.0,1559.0
Atoyatempan,Hombre,3483.0,43.0,5.0,2584.0,1448.0
Hueyapan,Mujer,4755.0,31.0,4.0,1920.0,1567.0
Hueyapan,Hombre,2388.0,41.0,4.0,2901.0,1218.0
Hueytamalco,Mujer,5226.0,38.0,4.0,2146.0,1799.0
Hueytamalco,Hombre,2645.0,44.0,5.0,3863.0,1299.0
Ixcaquixtla,Mujer,4627.0,40.0,5.0,2356.0,1759.0
Ixcaquixtla,Hombre,3065.0,35.0,4.0,3288.0,1472.0
San Nicolás de los Ranchos,Mujer,4010.0,33.0,5.0,2046.0,1714.0
San Nicolás de los Ranchos,Hombre,3655.0,41.0,5.0,3831.0,1642.0
Huehuetlán el Grande,Mujer,3074.0,33.0,5.0,1729.0,1466.0
Huehuetlán el Grande,Hombre,4523.0,43.0,5.0,3082.0,1617.0
Tepexco,Mujer,5625.0,28.0,5.0,1651.0,1693.0
Tepexco,Hombre,2464.0,38.0,4.0,3641.0,1130.0
Tlacuilotepec,Mujer,2018.0,36.0,5.0,3572.0,1099.0
Tlacuilotepec,Hombre,2546.0,43.0,5.0,4074.0,1226.0
Atzalan,Mujer,2243.0,40.0,5.0,1806.0,1255.0
Atzalan,Hombre,3131.0,46.0,5.0,2571.0,1434.0
Cuitláhuac,Mujer,4167.0,33.0,4.0,3009.0,1757.0
Cuitláhuac,Hombre,5346.0,47.0,5.0,3765.0,1946.0
Mecayapan,Mujer,5237.0,37.0,5.0,2850.0,2163.0
Mecayapan,Hombre,2674.0,40.0,5.0,4040.0,1588.0
Omealca,Mujer,4167.0,40.0,5.0,2640.0,1788.0
Omealca,Hombre,3424.0,38.0,5.0,2890.0,1587.0
Paso del Macho,Mujer,2821.0,39.0,5.0,3878.0,1554.0
