Record Type,CDS Code,County,District,School,Entity Type,Low Grade,High Grade,Public Yes/No,Latitude,Longitude
School,30736436156947,Orange,Tustin Unified,Learning Corner,K-12 Schools (Private),4,12,N,33.756143,-117.807101
School,30736437082183,Orange,Tustin Unified,Newport Avenue Preschool and Kindergarten,Elementary School (Private),K,2,N,33.741437,-117.818575
School,30736430129429,Orange,Tustin Unified,Port View Preparatory - Tustin,K-12 Schools (Private),K,12,N,33.718632,-117.833679
School,30736436973721,Orange,Tustin Unified,Red Hill Lutheran,Elementary School (Private),K,8,N,33.741631,-117.805817
School,30736436965271,Orange,Tustin Unified,Saint Jeanne de Lestonnac School,Elementary School (Private),K,8,N,33.742291,-117.836250
School,30736437097975,Orange,Tustin Unified,Spirit Academy,K-12 Schools (Private),K,12,N,33.774686,-117.809299
School,30736436965222,Orange,Tustin Unified,St. Cecilia Elementary,Elementary School (Private),K,8,N,33.727431,-117.824976
School,30736437015753,Orange,Tustin Unified,The Prentice School,K-12 Schools (Private),1,8,N,33.772294,-117.812188
School,30667466911606,Orange,Westminster,Bethany Christian Academy,Elementary School (Private),K,8,N,33.766687,-118.017424
School,30667466965016,Orange,Westminster,Blessed Sacrament School,Elementary School (Private),K,8,N,33.757860,-118.000570
School,30667467089212,Orange,Westminster,Covenant Christian Academy,Elementary School (Private),K,12,N,33.738989,-117.953673
School,30667466937163,Orange,Westminster,Hebrew Academy,Elementary School (Private),K,12,N,33.753012,-118.019139
School,30667467040231,Orange,Westminster,Hope Christian Academy,K-12 Schools (Private),K,12,N,33.747230,-117.985587
School,30667466160683,Orange,Westminster,Little Light,Kindergartens (Private),K,K,N,33.758538,-118.017419
School,30667466139398,Orange,Westminster,oc Montessori academy,Kindergartens (Private),K,3,N,33.736994,-117.982832
School,30667466162820,Orange,Westminster,Pacific Coast Satellite Academy,K-12 Schools (Private),K,12,N,33.758538,-118.017419
School,30667466161640,Orange,Westminster,Westminster School Academy,K-12 Schools (Private),1,12,N,33.778302,-117.950345
School,77764226130900,Out of State,Out-of-State Non-Public Non-Sectarian,Alpine Academy,High Schools (Private),7,12,N,40.612722,-112.304392
School,77764220140277,Out of State,Out-of-State Non-Public Non-Sectarian,Alpine Academy - Lakeview Campus,High Schools (Private),7,12,N,40.557038,-112.266613
School,77764220140095,Out of State,Out-of-State Non-Public Non-Sectarian,Anderson Center for Autism,K-12 Schools (Private),1,12,N,41.829264,-73.936717
School,77764220137455,Out of State,Out-of-State Non-Public Non-Sectarian,Applewood Reserve,K-12 Schools (Private),6,12,N,41.487124,-81.525428
School,77764220125294,Out of State,Out-of-State Non-Public Non-Sectarian,Autism Treatment Center,K-12 Schools (Private),K,12,N,29.586996,-98.360122
School,77764220135491,Out of State,Out-of-State Non-Public Non-Sectarian,Bayes Achievement Center Inc.,K-12 Schools (Private),1,12,N,30.666956,-95.511972
School,77764220133447,Out of State,Out-of-State Non-Public Non-Sectarian,Benchmark,High Schools (Private),7,12,N,40.877945,-111.895531
School,77764220135046,Out of State,Out-of-State Non-Public Non-Sectarian,Boulder Creek Academy,High Schools (Private),9,12,N,48.691326,-116.316309
School,77764220135152,Out of State,Out-of-State Non-Public Non-Sectarian,Cardinal Cushing Centers,K-12 Schools (Private),K,12,N,42.117595,-70.819503
School,77764220139725,Out of State,Out-of-State Non-Public Non-Sectarian,Chamberlain International,K-12 Schools (Private),6,12,N,41.932293,-70.981656
School,77764220129486,Out of State,Out-of-State Non-Public Non-Sectarian,Change Academy at the Lake of Ozarks (CALO),K-12 Schools (Private),3,12,N,38.203149,-92.738621
School,77764220136812,Out of State,Out-of-State Non-Public Non-Sectarian,Cherry Gulch,K-12 Schools (Private),4,9,N,43.932221,-116.437008
School,77764226130991,Out of State,Out-of-State Non-Public Non-Sectarian,Cinnamon Hills Youth Crisis Center,K-12 Schools (Private),6,12,N,37.109340,-113.567162
School,77764226131015,Out of State,Out-of-State Non-Public Non-Sectarian,Copper Hills Youth Center,K-12 Schools (Private),6,12,N,40.588973,-112.031475
School,77764220136911,Out of State,Out-of-State Non-Public Non-Sectarian,Daniels Academy,High Schools (Private),9,12,N,40.496421,-111.419331
School,77764226131049,Out of State,Out-of-State Non-Public Non-Sectarian,Devereux Cleo Wallace,K-12 Schools (Private),K,12,N,39.880263,-105.090931
School,77764220112599,Out of State,Out-of-State Non-Public Non-Sectarian,Devereux Florida Viera Campus,K-12 Schools (Private),1,12,N,28.233947,-80.708477
School,77764220121350,Out of State,Out-of-State Non-Public Non-Sectarian,Devereux Georgia - Ackerman Academy,K-12 Schools (Private),3,12,N,33.988753,-84.611720
School,77764220133843,Out of State,Out-of-State Non-Public Non-Sectarian,Diamond Ranch Academy,K-12 Schools (Private),6,12,N,37.160310,-113.384587
School,77764220128884,Out of State,Out-of-State Non-Public Non-Sectarian,Discovery Academy,K-12 Schools (Private),7,12,N,40.235594,-111.668060
School,77764220132811,Out of State,Out-of-State Non-Public Non-Sectarian,Discovery Ranch,High Schools (Private),7,12,N,40.118514,-111.600366
School,77764220132696,Out of State,Out-of-State Non-Public Non-Sectarian,Discovery Ranch for Girls,High Schools (Private),9,12,N,37.773864,-113.142451
School,77764226131130,Out of State,Out-of-State Non-Public Non-Sectarian,Elevations Academy,High Schools (Private),9,12,N,41.076023,-112.076444
School,77764220136309,Out of State,Out-of-State Non-Public Non-Sectarian,Falcon Ridge Ranch,K-12 Schools (Private),6,12,N,37.203605,-113.193629
School,77764226131098,Out of State,Out-of-State Non-Public Non-Sectarian,Forest Heights Lodge,K-12 Schools (Private),K,12,N,39.633716,-105.316813
School,77764220138578,Out of State,Out-of-State Non-Public Non-Sectarian,Genesee Lake School,K-12 Schools (Private),K,12,N,43.050780,-88.463588
School,77764226131106,Out of State,Out-of-State Non-Public Non-Sectarian,Heartspring,K-12 Schools (Private),K,12,N,37.737821,-97.236764
School,77764226131114,Out of State,Out-of-State Non-Public Non-Sectarian,Heritage Schools Inc.,K-12 Schools (Private),6,12,N,40.308576,-111.660726
School,77764226131122,Out of State,Out-of-State Non-Public Non-Sectarian,Intermountain Children's Home & Services,Elementary School (Private),P,7,N,46.578174,-112.006979
School,77764220135160,Out of State,Out-of-State Non-Public Non-Sectarian,King's Daughters',K-12 Schools (Private),K,12,N,35.612925,-87.041059
School,77764220132449,Out of State,Out-of-State Non-Public Non-Sectarian,La Europa Academy,High Schools (Private),9,12,N,40.640279,-111.856790
School,77764220128173,Out of State,Out-of-State Non-Public Non-Sectarian,Lakemary,K-12 Schools (Private),K,12,N,38.568130,-94.862533
School,77764220136861,Out of State,Out-of-State Non-Public Non-Sectarian,Latham Centers Inc.,K-12 Schools (Private),3,12,N,41.755690,-70.090998
School,77764220135566,Out of State,Out-of-State Non-Public Non-Sectarian,Learning Center for the Deaf/Walden,K-12 Schools (Private),2,12,N,42.306886,-71.426762
School,77764226131163,Out of State,Out-of-State Non-Public Non-Sectarian,Logan River Academy,High Schools (Private),7,12,N,41.733000,-111.834954
School,77764220119776,Out of State,Out-of-State Non-Public Non-Sectarian,Mingus Mountain Academy,High Schools (Private),7,12,N,34.648439,-112.189645
School,77764220128181,Out of State,Out-of-State Non-Public Non-Sectarian,Monarch,K-12 Schools (Private),K,12,N,41.486829,-81.526731
School,77764220140087,Out of State,Out-of-State Non-Public Non-Sectarian,Mountain Home Academy,K-12 Schools (Private),5,12,N,43.146787,-115.661676
School,77764220131011,Out of State,Out-of-State Non-Public Non-Sectarian,New Haven - Spanish Fork Campus,High Schools (Private),7,12,N,40.099080,-111.602853
School,77764220139642,Out of State,Out-of-State Non-Public Non-Sectarian,New Haven Residential Treatment Center - Saratoga Springs,High Schools (Private),8,12,N,40.369417,-111.922719
School,77764220140145,Out of State,Out-of-State Non-Public Non-Sectarian,New Leaf Academy,High Schools (Private),5,10,N,44.093388,-121.222924
School,77764229999999,Out of State,Out-of-State Non-Public Non-Sectarian,Noncertified Nonpublic Nonsectarian School,K-12 Schools (Private),K,12,N,,
School,77764220138958,Out of State,Out-of-State Non-Public Non-Sectarian,Novitas Academy,High Schools (Private),9,12,N,43.903828,-116.450454
School,77764220136333,Out of State,Out-of-State Non-Public Non-Sectarian,Oxbow Academy,High Schools (Private),7,12,N,39.486559,-111.635610
School,77764220133926,Out of State,Out-of-State Non-Public Non-Sectarian,Perkins School for the Blind,K-12 Schools (Private),K,12,N,42.362751,-71.176603
School,77764226131189,Out of State,Out-of-State Non-Public Non-Sectarian,Provo Canyon,High Schools (Private),7,12,N,40.292167,-111.658099
School,77764220119065,Out of State,Out-of-State Non-Public Non-Sectarian,Provo Canyon School - Springville Campus,K-12 Schools (Private),3,9,N,40.177429,-111.639956
School,77764220136358,Out of State,Out-of-State Non-Public Non-Sectarian,Red Rock - Lava Heights Academy,K-12 Schools (Private),6,12,N,37.261040,-113.282719
School,77764220134916,Out of State,Out-of-State Non-Public Non-Sectarian,Solstice RTC/Fernwood Academy,High Schools (Private),9,12,N,41.074883,-112.000826
School,77764226131213,Out of State,Out-of-State Non-Public Non-Sectarian,Sonia Shankman Orthogenic,K-12 Schools (Private),2,12,N,41.780722,-87.602662
School,77764220128835,Out of State,Out-of-State Non-Public Non-Sectarian,Sorenson's Ranch School Inc.,K-12 Schools (Private),7,12,N,38.503061,-111.879285
School,77764220131490,Out of State,Out-of-State Non-Public Non-Sectarian,Telos Academy,High Schools (Private),7,12,N,40.297496,-111.715633
School,77764220136366,Out of State,Out-of-State Non-Public Non-Sectarian,Three Points Academy,K-12 Schools (Private),6,12,N,37.109625,-113.180531
School,77764220129809,Out of State,Out-of-State Non-Public Non-Sectarian,Triumph Academy,K-12 Schools (Private),6,12,N,41.509136,-112.031298
School,77764220141333,Out of State,Out-of-State Non-Public Non-Sectarian,Turning Winds Academic Institute,K-12 Schools (Private),7,12,N,48.828670,-115.705044
School,77764226131247,Out of State,Out-of-State Non-Public Non-Sectarian,Villa Santa Maria,K-12 Schools (Private),K,12,N,35.100550,-106.374315
School,77764226131254,Out of State,Out-of-State Non-Public Non-Sectarian,Yellowstone Boys and Girls Ranch,K-12 Schools (Private),2,12,N,45.737746,-108.700945
School,77764226131262,Out of State,Out-of-State Non-Public Non-Sectarian,Youth Care - Pine Ridge Academy,K-12 Schools (Private),6,12,N,40.522303,-111.888578
School,31667876133342,Placer,Auburn Union Elementary,Legacy Christian School at Crossroads Church,K-12 Schools (Private),K,6,N,38.916828,-121.070415
School,31667876976104,Placer,Auburn Union Elementary,St. Joseph Catholic School,Elementary School (Private),K,8,N,38.933656,-121.099702
School,31668036937544,Placer,Dry Creek Joint Elementary,Antelope Christian Academy,Elementary School (Private),K,8,N,38.703934,-121.358342
School,31668036164529,Placer,Dry Creek Joint Elementary,Liberty Learning - Easterling,Elementary School (Private),K,12,N,38.724085,-121.340023
School,31668297083678,Placer,Eureka Union,Granite Bay Montessori,Elementary School (Private),K,8,N,38.729084,-121.226128
School,31668290118422,Placer,Eureka Union,Placer Learning Center,Elementary School (Private),K,12,N,38.738108,-121.197575
School,31668456149215,Placer,Loomis Union Elementary,Loomis Gateway Academy,K-12 Schools (Private),2,8,N,38.831495,-121.170628
School,31668450127779,Placer,Loomis Union Elementary,Sierra Foothills Academy,K-12 Schools (Private),K,12,N,38.825523,-121.187699
School,31668866901870,Placer,Placer Hills Union Elementary,Live Oak Waldorf School,Elementary School (Private),K,8,N,39.012199,-120.994590
School,31668946157374,Placer,Placer Union High,Global SchoolsONE,High Schools (Private),K,12,N,38.923100,-121.069138
School,31668946976088,Placer,Placer Union High,Pine Hills Adventist Academy,K-12 Schools (Private),K,12,N,38.941591,-121.064277
School,31668946160451,Placer,Placer Union High,Schooltoolz,K-12 Schools (Private),K,12,N,38.998953,-121.104289
School,31668947081581,Placer,Placer Union High,Weimar Academy,High Schools (Private),9,12,N,39.032101,-120.984063
School,31750856162796,Placer,Rocklin Unified,California International School,Elementary School (Private),K,8,N,38.805258,-121.270460
School,31750856157275,Placer,Rocklin Unified,Catherine Dior School,K-12 Schools (Private),K,12,N,36.598207,-121.893215
School,31750856143317,Placer,Rocklin Unified,Destiny Christian Elementary,Kindergartens (Private),K,4,N,38.775725,-121.259912
School,31750856156723,Placer,Rocklin Unified,ROCKLIN INTERNATIONAL SCHOOLS,K-12 Schools (Private),K,12,N,38.676648,-121.788369
School,31669107103674,Placer,Roseville City Elementary,Adventure Christian School,Elementary School (Private),K,8,N,38.790988,-121.268120
School,31669107002611,Placer,Roseville City Elementary,Merryhill School - Roseville,Elementary School (Private),K,6,N,38.725396,-121.287939
School,31669106976096,Placer,Roseville City Elementary,St. Albans Country Day School,Elementary School (Private),K,8,N,38.723329,-121.302137
School,31669106966030,Placer,Roseville City Elementary,St. Rose Elementary,Elementary School (Private),K,8,N,38.737779,-121.285435
School,31669287084890,Placer,Roseville Joint Union High,Gates of Learning Center,K-12 Schools (Private),6,12,N,38.732804,-121.300301
School,31669446164669,Placer,Tahoe-Truckee Unified,Friends of Tahoe Truckee Waldorf,Elementary School (Private),K,6,N,39.366084,-120.128030
School,31669446937619,Placer,Tahoe-Truckee Unified,Lake Tahoe Preparatory School,K-12 Schools (Private),9,12,N,39.205419,-120.205155
School,31669446156632,Placer,Tahoe-Truckee Unified,Saint Clare's Tahoe: A Mountain Montessori School,Elementary School (Private),K,6,N,39.240640,-120.047781
School,31669447101074,Placer,Tahoe-Truckee Unified,Sugar Bowl Academy,K-12 Schools (Private),6,12,N,39.317356,-120.354182
School,31669517089469,Placer,Western Placer Unified,Heritage Community Christian Schools Inc.,Elementary School (Private),K,8,N,38.886700,-121.270504
School,32669696130322,Plumas,Plumas Unified,Lake Almanor Christian School,K-12 Schools (Private),K,9,N,40.261451,-121.182493
School,32669697013816,Plumas,Plumas Unified,Plumas Christian School,K-12 Schools (Private),K,6,N,39.937344,-120.926382
School,32669697102411,Plumas,Plumas Unified,St. Andrew's Academy,K-12 Schools (Private),K,12,N,40.311647,-121.225414
School,33669770126821,Riverside,Alvord Unified,Bright Futures Academy Riverside,K-12 Schools (Private),K,12,N,33.920095,-117.457992
School,33669776937809,Riverside,Alvord Unified,La Sierra Academy,K-12 Schools (Private),K,12,N,33.917360,-117.496003
