school_name,school_type,position_title,budget_sub_category,total_staff_quantity,total_cost
Murch ES,Elementary School,Teacher - Art,Related Arts,1,94626
Murch ES,Elementary School,Teacher - Music,Related Arts,1,94626
Murch ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Murch ES,Elementary School,Teacher - World Language,Related Arts,1,94626
Murch ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,2,189252
Murch ES,Elementary School,Guidance Counselor,Socio-Emotional Support,1,94626
Murch ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Murch ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Murch ES,Elementary School,Specialist - Reading,Schoolwide Instructional Support,1,94626
Murch ES,Elementary School,Registrar,Administrative,1,39448
Murch ES,Elementary School,Administrative Aide,Administrative,1,46722
Murch ES,Elementary School,Coordinator - Parent,Administrative,1,43567
Murch ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Murch ES,Elementary School,Custodian (RW-5),Custodial Staff,3,134628
Murch ES,Elementary School,Admin Premium,Non-Personnel,─,0
Murch ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,68000
Murch ES,Elementary School,Custodial Overtime,Non-Personnel,─,12000
Murch ES,Elementary School,Educational Supplies,Non-Personnel,─,51547
Murch ES,Elementary School,Office Supplies,Non-Personnel,─,10000
Murch ES,Elementary School,Ed Tech and System Support (Including Software),Non-Personnel,─,5000
Murch ES,Elementary School,Health Services,Non-Personnel,─,800
Murch ES,Elementary School,Custodial Supplies,Non-Personnel,─,18000
Murch ES,Elementary School,Food and Provisions (Including Catering),Non-Personnel,─,3000
Murch ES,Elementary School,Furniture & Fixtures,Non-Personnel,─,8000
Murch ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,20000
Murch ES,Elementary School,Textbooks,Non-Personnel,─,10000
Murch ES,Elementary School,Library Books,Non-Personnel,─,6000
Murch ES,Elementary School,Professional Development,Non-Personnel,─,19785
Nalle ES,Elementary School,Principal,School Leadership,1,147768
Nalle ES,Elementary School,Assistant Principal - Literacy (APL),School Leadership,1,118667
Nalle ES,Elementary School,Dean of Students,School Leadership,1,89373
Nalle ES,Elementary School,Teacher - Pre-School/Pre-K (Mixed Age),Early Childhood,6,567756
Nalle ES,Elementary School,Aide - Early Childhood,Early Childhood,8,245448
Nalle ES,Elementary School,Teacher - Kindergarten,General Education,2,189252
Nalle ES,Elementary School,Teacher - 1st Grade,General Education,3,283878
Nalle ES,Elementary School,Teacher - 2nd Grade,General Education,3,283878
Nalle ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Nalle ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Nalle ES,Elementary School,Teacher - 5th Grade,General Education,2,189252
Nalle ES,Elementary School,Teacher - Math,General Education,1,94626
Nalle ES,Elementary School,Teacher - Reading,General Education,2,189252
Nalle ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,3,283878
Nalle ES,Elementary School,Librarian,Related Arts,1,94626
Nalle ES,Elementary School,Teacher - Art,Related Arts,1,94626
Nalle ES,Elementary School,Teacher - Music,Related Arts,1,94626
Nalle ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Nalle ES,Elementary School,Teacher - World Language,Related Arts,1,94626
Nalle ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Nalle ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Nalle ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Nalle ES,Elementary School,Behavior Technician,Socio-Emotional Support,1,39009
Nalle ES,Elementary School,Technology Instructional Coach,Schoolwide Instructional Support,1,94626
Nalle ES,Elementary School,Business Manager,Administrative,1,62752
Nalle ES,Elementary School,Administrative Aide,Administrative,1,46722
Nalle ES,Elementary School,Custodial Foreman,Custodial Staff,2,114888
Nalle ES,Elementary School,Custodian (RW-3),Custodial Staff,1,35715
Nalle ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,38000
Nalle ES,Elementary School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Nalle ES,Elementary School,Admin Premium,Non-Personnel,─,2500
Nalle ES,Elementary School,Custodial Overtime,Non-Personnel,─,2000
Nalle ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,38796.66
Nalle ES,Elementary School,Educational Supplies,Non-Personnel,─,10000
Nalle ES,Elementary School,Office Supplies,Non-Personnel,─,3000
Nalle ES,Elementary School,Ed Tech and System Support (Including Software),Non-Personnel,─,6000
Nalle ES,Elementary School,Health Services,Non-Personnel,─,1204
Nalle ES,Elementary School,Custodial Supplies,Non-Personnel,─,11000
Nalle ES,Elementary School,Food and Provisions (Including Catering),Non-Personnel,─,1000
Nalle ES,Elementary School,Textbooks,Non-Personnel,─,2000
Nalle ES,Elementary School,Professional Development,Non-Personnel,─,10000
Nalle ES,Elementary School,Local Travel (Including Field Trips),Non-Personnel,─,1000
Nalle ES,Elementary School,Telecommunications,Non-Personnel,─,1000
Nalle ES,Elementary School,Contractual Services,Non-Personnel,─,10000
Noyes EC,Education Campus,Principal,School Leadership,1,147768
Noyes EC,Education Campus,Assistant Principal,School Leadership,1,118667
Noyes EC,Education Campus,Teacher - Pre-School,Early Childhood,1,94626
Noyes EC,Education Campus,Teacher - Pre-K,Early Childhood,1,94626
Noyes EC,Education Campus,Aide - Early Childhood,Early Childhood,4,122724
Noyes EC,Education Campus,Teacher - Kindergarten,General Education,2,189252
Noyes EC,Education Campus,Teacher - 1st Grade,General Education,2,189252
Noyes EC,Education Campus,Teacher - 2nd Grade,General Education,1,94626
Noyes EC,Education Campus,Teacher - 3rd Grade,General Education,1,94626
Noyes EC,Education Campus,Teacher - 4th Grade,General Education,2,189252
Noyes EC,Education Campus,Teacher - 5th Grade,General Education,1,94626
Noyes EC,Education Campus,Teacher - English,General Education,1,94626
Noyes EC,Education Campus,Teacher - Math,General Education,1,94626
Noyes EC,Education Campus,Teacher - Reading,General Education,2,189252
Noyes EC,Education Campus,Teacher - Science (General),General Education,1,94626
Noyes EC,Education Campus,Teacher - Social Studies,General Education,1,94626
Noyes EC,Education Campus,Teacher - 6th Grade,General Education,1,94626
Noyes EC,Education Campus,Teacher - Specific Learning Support Program,Special Education,1,94626
Noyes EC,Education Campus,Teacher - Early Learning Support Program,Special Education,3,283878
Noyes EC,Education Campus,Teacher - Inclusion/Resource Services,Special Education,3,283878
Noyes EC,Education Campus,Aide - Specific Learning Support Program,Special Education,1,30681
Noyes EC,Education Campus,Aide - Early Learning Support Program,Special Education,3,92043
Noyes EC,Education Campus,Teacher - English Language Learner,English Language Learner,0.5,47313
Noyes EC,Education Campus,Librarian,Related Arts,1,94626
Noyes EC,Education Campus,Teacher - Art,Related Arts,1,94626
Noyes EC,Education Campus,Teacher - Music,Related Arts,1,94626
Noyes EC,Education Campus,Teacher - Health/Physical Education,Related Arts,1,94626
Noyes EC,Education Campus,Teacher - World Language,Related Arts,1,94626
Noyes EC,Education Campus,Instructional Coach,Schoolwide Instructional Support,1,94626
Noyes EC,Education Campus,Guidance Counselor,Socio-Emotional Support,1,94626
Noyes EC,Education Campus,Psychologist,Socio-Emotional Support,0.5,47313
Noyes EC,Education Campus,Social Worker,Socio-Emotional Support,1,94626
Noyes EC,Education Campus,Specialist - Reading,Schoolwide Instructional Support,1,94626
Noyes EC,Education Campus,Behavior Technician,Socio-Emotional Support,1,39009
Noyes EC,Education Campus,Business Manager,Administrative,1,62752
Noyes EC,Education Campus,Administrative Aide,Administrative,1,46722
Noyes EC,Education Campus,Coordinator - In-School Suspension,Socio-Emotional Support,1,46031
Noyes EC,Education Campus,Custodial Foreman,Custodial Staff,1,57444
Noyes EC,Education Campus,Custodian (RW-5),Custodial Staff,1,44876
Noyes EC,Education Campus,Custodian (RW-3),Custodial Staff,1,35715
Noyes EC,Education Campus,Proving What's Possible - Student Satisfaction,Non-Personnel,─,30700
Noyes EC,Education Campus,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Noyes EC,Education Campus,Admin Premium,Non-Personnel,─,25307
Noyes EC,Education Campus,Custodial Overtime,Non-Personnel,─,10000
Noyes EC,Education Campus,Middle Grades Enrichment & Activities,Non-Personnel,─,5000
Noyes EC,Education Campus,Educational Supplies,Non-Personnel,─,15000
Noyes EC,Education Campus,Office Supplies,Non-Personnel,─,15000
Noyes EC,Education Campus,Ed Tech and System Support (Including Software),Non-Personnel,─,4000
Noyes EC,Education Campus,Health Services,Non-Personnel,─,400
Noyes EC,Education Campus,Custodial Supplies,Non-Personnel,─,15282
Noyes EC,Education Campus,Food and Provisions (Including Catering),Non-Personnel,─,2000
Noyes EC,Education Campus,General Supplies,Non-Personnel,─,4206
Noyes EC,Education Campus,Furniture & Fixtures,Non-Personnel,─,3000
Noyes EC,Education Campus,Equipment and Machinery (Including Computers),Non-Personnel,─,13304
Noyes EC,Education Campus,Ed Tech and Systems Support (Including Hardware),Non-Personnel,─,4000
Noyes EC,Education Campus,Textbooks,Non-Personnel,─,5000
Noyes EC,Education Campus,Library Books,Non-Personnel,─,2000
Noyes EC,Education Campus,Professional Development,Non-Personnel,─,5000
Noyes EC,Education Campus,Local Travel (Including Field Trips),Non-Personnel,─,5000
Noyes EC,Education Campus,Tuition for Employee Training,Non-Personnel,─,2000
Noyes EC,Education Campus,Conference Fees (Out of City),Non-Personnel,─,1000
Noyes EC,Education Campus,Contractual Services,Non-Personnel,─,20000
Noyes EC,Education Campus,Stipends,Non-Personnel,─,5000
Noyes EC,Education Campus,Middle Grades Exposures & Excursions,Non-Personnel,─,28000
Orr ES,Elementary School,Principal,School Leadership,1,147768
Orr ES,Elementary School,Dean of Students,School Leadership,1,89373
Orr ES,Elementary School,Assistant Principal,School Leadership,1,118667
Orr ES,Elementary School,Teacher - Pre-School,Early Childhood,3,283878
Orr ES,Elementary School,Teacher - Pre-K,Early Childhood,3,283878
Orr ES,Elementary School,Aide - Early Childhood,Early Childhood,9,276129
Orr ES,Elementary School,Teacher - Kindergarten,General Education,3,283878
Orr ES,Elementary School,Teacher - 1st Grade,General Education,2,189252
Orr ES,Elementary School,Teacher - 2nd Grade,General Education,3,283878
Orr ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Orr ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Orr ES,Elementary School,Teacher - 5th Grade,General Education,1,94626
Orr ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,3,283878
Orr ES,Elementary School,Aide - Behavior & Education Support Program,Special Education,1,30681
Orr ES,Elementary School,Aide - Early Childhood Communication & Education Support Program,Special Education,1,30681
Orr ES,Elementary School,Aide - Early Learning Support Program,Special Education,1,30681
Orr ES,Elementary School,Librarian,Related Arts,1,94626
Orr ES,Elementary School,Teacher - Art,Related Arts,0.5,47313
Orr ES,Elementary School,Teacher - Music,Related Arts,1,94626
Orr ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Orr ES,Elementary School,Teacher - World Language,Related Arts,0.5,47313
Orr ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Orr ES,Elementary School,Psychologist,Socio-Emotional Support,1,94626
Orr ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Orr ES,Elementary School,Behavior Technician,Socio-Emotional Support,1,39009
Orr ES,Elementary School,Business Manager,Administrative,1,62752
Orr ES,Elementary School,Administrative Aide,Administrative,1,46722
Orr ES,Elementary School,Coordinator - Parent,Administrative,1,43567
Orr ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Orr ES,Elementary School,Custodian (RW-5),Custodial Staff,2,89752
Orr ES,Elementary School,Afterschool,Non-Personnel,─,53695.88
Orr ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,37200
Orr ES,Elementary School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Orr ES,Elementary School,Admin Premium,Non-Personnel,─,8800
Orr ES,Elementary School,Custodial Overtime,Non-Personnel,─,5000
Orr ES,Elementary School,Educational Supplies,Non-Personnel,─,20000
Orr ES,Elementary School,Office Supplies,Non-Personnel,─,6083
Orr ES,Elementary School,Ed Tech and System Support (Including Software),Non-Personnel,─,7500
Orr ES,Elementary School,Custodial Supplies,Non-Personnel,─,13814
Orr ES,Elementary School,General Supplies,Non-Personnel,─,1500
Orr ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,5000
Orr ES,Elementary School,Ed Tech and Systems Support (Including Hardware),Non-Personnel,─,2000
Orr ES,Elementary School,Professional Development,Non-Personnel,─,3825
Orr ES,Elementary School,Stipends,Non-Personnel,─,1200
Oyster-Adams Bilingual School,Education Campus,Principal,School Leadership,1,147768
Oyster-Adams Bilingual School,Education Campus,Dean of Students,School Leadership,1,89373
Oyster-Adams Bilingual School,Education Campus,Assistant Principal,School Leadership,3,356001
Oyster-Adams Bilingual School,Education Campus,Teacher - Pre-K,Early Childhood,2,189252
Oyster-Adams Bilingual School,Education Campus,Aide - Early Childhood,Early Childhood,9,276129
