Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2016-17 
CALPADS Fall 1 
Certification Status"
2016-2017,33,75200,6120554,Riverside,Murrieta Valley Unified,Warm Springs Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,877,281,0.32,368,0.42,877,281,0.32,368,0.42,Y
2016-2017,33,75242,1,Riverside,Val Verde Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,10,0.345,10,0.345,26,10,0.385,10,0.385,Y
2016-2017,33,75242,100941,Riverside,Val Verde Unified,Lakeside Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,1241,770,0.62,1024,0.825,1241,770,0.62,1024,0.825,Y
2016-2017,33,75242,100958,Riverside,Val Verde Unified,Sierra Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,1069,660,0.617,884,0.827,1069,660,0.617,884,0.827,Y
2016-2017,33,75242,106096,Riverside,Val Verde Unified,Columbia Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,718,576,0.802,678,0.944,708,568,0.802,669,0.945,Y
2016-2017,33,75242,109108,Riverside,Val Verde Unified,Citrus Hill High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2117,1359,0.642,1713,0.809,2012,1300,0.646,1637,0.814,Y
2016-2017,33,75242,109116,Riverside,Val Verde Unified,Lasselle Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,850,464,0.546,605,0.712,849,463,0.545,604,0.711,Y
2016-2017,33,75242,109124,Riverside,Val Verde Unified,Avalon Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,699,386,0.552,502,0.718,699,386,0.552,502,0.718,Y
2016-2017,33,75242,109652,Riverside,Val Verde Unified,Val Verde Student Success Academy,Unified School District,Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,6,10,19,17,0.895,17,0.895,19,17,0.895,17,0.895,Y
2016-2017,33,75242,112094,Riverside,Val Verde Unified,Triple Crown Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,936,667,0.713,828,0.885,912,653,0.716,808,0.886,Y
2016-2017,33,75242,112102,Riverside,Val Verde Unified,March Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,740,522,0.705,656,0.886,740,522,0.705,656,0.886,Y
2016-2017,33,75242,117424,Riverside,Val Verde Unified,May Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,890,523,0.588,705,0.792,855,509,0.595,680,0.795,Y
2016-2017,33,75242,123190,Riverside,Val Verde Unified,Val Verde Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,86,52,0.605,64,0.744,85,51,0.6,63,0.741,Y
2016-2017,33,75242,133306,Riverside,Val Verde Unified,Orange Vista High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1053,624,0.593,843,0.801,1053,624,0.593,843,0.801,Y
2016-2017,33,75242,3330552,Riverside,Val Verde Unified,Rancho Verde High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2700,1458,0.54,2026,0.75,2593,1402,0.541,1950,0.752,Y
2016-2017,33,75242,3330560,Riverside,Val Verde Unified,Val Verde High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,390,260,0.667,306,0.785,287,197,0.686,234,0.815,Y
2016-2017,33,75242,6032866,Riverside,Val Verde Unified,Mead Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,660,494,0.748,587,0.889,642,484,0.754,573,0.893,Y
2016-2017,33,75242,6032874,Riverside,Val Verde Unified,Val Verde Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,846,649,0.767,782,0.924,846,649,0.767,782,0.924,Y
2016-2017,33,75242,6108039,Riverside,Val Verde Unified,Rainbow Ridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,835,584,0.699,714,0.855,817,571,0.699,700,0.857,Y
2016-2017,33,75242,6108047,Riverside,Val Verde Unified,Victoriano Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,802,437,0.545,574,0.716,802,437,0.545,574,0.716,Y
2016-2017,33,75242,6109565,Riverside,Val Verde Unified,Mary McLeod Bethune Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,638,440,0.69,528,0.828,610,422,0.692,509,0.834,Y
2016-2017,33,75242,6111033,Riverside,Val Verde Unified,Vista Verde Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,956,584,0.611,757,0.792,956,584,0.611,757,0.792,Y
2016-2017,33,75242,6111447,Riverside,Val Verde Unified,Tomas Rivera Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1039,811,0.781,955,0.919,1039,811,0.781,955,0.919,Y
2016-2017,33,75242,6114458,Riverside,Val Verde Unified,Manuel L. Real Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,5,640,514,0.803,591,0.923,633,507,0.801,584,0.923,Y
2016-2017,33,76943,132522,Riverside,SBE - Baypoint Preparatory Academy,Baypoint Preparatory Academy,State Board of Education,K-12 Schools (Public),Traditional,N/A,Yes,1759,Directly funded,N,K,12,383,195,0.509,275,0.718,383,195,0.509,275,0.718,Y
2016-2017,34,10348,106229,Sacramento,Sacramento County Office of Education,Palmiter Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,7,12,80,49,0.613,50,0.625,66,42,0.636,43,0.652,Y
2016-2017,34,10348,106237,Sacramento,Sacramento County Office of Education,Elinor Lincoln Hickey Jr./Sr. High,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,97,65,0.67,66,0.68,89,58,0.652,59,0.663,Y
2016-2017,34,10348,106245,Sacramento,Sacramento County Office of Education,North Area Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,144,95,0.66,99,0.688,100,69,0.69,72,0.72,Y
2016-2017,34,10348,106278,Sacramento,Sacramento County Office of Education,El Centro Jr./Sr. High,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,5,12,104,104,1,104,1,99,99,1,99,1,Y
2016-2017,34,10348,106294,Sacramento,Sacramento County Office of Education,Sacramento County SH Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,3,13,242,81,0.335,110,0.455,170,58,0.341,76,0.447,Y
2016-2017,34,10348,106302,Sacramento,Sacramento County Office of Education,Sacramento County ED Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,42,28,0.667,33,0.786,39,26,0.667,30,0.769,Y
2016-2017,34,10348,118745,Sacramento,Sacramento County Office of Education,Gerber Jr./Sr. High,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,139,104,0.748,108,0.777,120,89,0.742,93,0.775,Y
2016-2017,34,10348,124651,Sacramento,Sacramento County Office of Education,Fortune,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,1313,Directly funded,Y,K,8,1371,1019,0.743,1142,0.833,1355,1009,0.745,1128,0.832,Y
2016-2017,34,32276,330027,Sacramento,California Education Authority (CEA) Headquarters,Pine Grove Youth Conservation Camp,Non-School Locations,Youth Authority Facilities,Youth Authority School,N/A,No ,N/A,N/A,N,9,12,26,24,0.923,24,0.923,2,2,1,2,1,Y
2016-2017,34,32276,3931250,Sacramento,California Education Authority (CEA) Headquarters,Johanna Boss High,Non-School Locations,Youth Authority Facilities,Youth Authority School,N/A,No ,N/A,N/A,N,8,12,118,118,1,118,1,83,83,1,83,1,Y
2016-2017,34,32276,3990025,Sacramento,California Education Authority (CEA) Headquarters,N.A. Chaderjian High,Non-School Locations,Youth Authority Facilities,Youth Authority School,N/A,No ,N/A,N/A,N,9,12,140,136,0.971,136,0.971,69,67,0.971,67,0.971,Y
2016-2017,34,32276,5637780,Sacramento,California Education Authority (CEA) Headquarters,Mary B. Perry High,Non-School Locations,Youth Authority Facilities,Youth Authority School,N/A,No ,N/A,N/A,N,9,12,104,101,0.971,101,0.971,45,45,1,45,1,Y
2016-2017,34,67280,6032890,Sacramento,Arcohe Union Elementary,Arcohe Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,451,201,0.446,270,0.599,437,194,0.444,262,0.6,Y
2016-2017,34,67314,0,Sacramento,Elk Grove Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,24,3,0.125,3,0.125,19,1,5.26E-02,1,5.26E-02,Y
2016-2017,34,67314,1,Sacramento,Elk Grove Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,212,63,0.297,67,0.316,159,59,0.371,63,0.396,Y
2016-2017,34,67314,101790,Sacramento,Elk Grove Unified,Edna Batey Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,997,187,0.188,286,0.287,987,185,0.187,283,0.287,Y
2016-2017,34,67314,105908,Sacramento,Elk Grove Unified,Arlene Hein Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,1210,197,0.163,311,0.257,1193,197,0.165,310,0.26,Y
2016-2017,34,67314,105916,Sacramento,Elk Grove Unified,Monterey Trail High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2258,1124,0.498,1561,0.691,2185,1081,0.495,1508,0.69,Y
2016-2017,34,67314,105924,Sacramento,Elk Grove Unified,"Edward Harris, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,1105,576,0.521,816,0.738,1105,576,0.521,816,0.738,Y
2016-2017,34,67314,105932,Sacramento,Elk Grove Unified,Roy Herburger Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,977,404,0.414,586,0.6,950,396,0.417,574,0.604,Y
2016-2017,34,67314,108720,Sacramento,Elk Grove Unified,Arnold Adreani Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,819,143,0.175,235,0.287,802,142,0.177,232,0.289,Y
2016-2017,34,67314,108738,Sacramento,Elk Grove Unified,Helen Carr Castello Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,955,171,0.179,247,0.259,941,169,0.18,245,0.26,Y
2016-2017,34,67314,108746,Sacramento,Elk Grove Unified,Katherine L. Albiani Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,1440,275,0.191,398,0.276,1440,275,0.191,398,0.276,Y
2016-2017,34,67314,108753,Sacramento,Elk Grove Unified,Pleasant Grove High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2544,484,0.19,710,0.279,2488,468,0.188,691,0.278,Y
2016-2017,34,67314,111112,Sacramento,Elk Grove Unified,Carroll Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,1150,291,0.253,426,0.37,1136,290,0.255,425,0.374,Y
2016-2017,34,67314,111732,Sacramento,Elk Grove Unified,California Montessori Project - Elk Grove Campus,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,777,Directly funded,Y,K,8,458,54,0.118,72,0.157,458,54,0.118,72,0.157,Y
2016-2017,34,67314,114702,Sacramento,Elk Grove Unified,Sunrise Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,1328,146,0.11,196,0.148,1306,145,0.111,194,0.149,Y
2016-2017,34,67314,116871,Sacramento,Elk Grove Unified,Elizabeth Pinkerton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,1134,225,0.198,341,0.301,1134,225,0.198,341,0.301,Y
2016-2017,34,67314,116897,Sacramento,Elk Grove Unified,Cosumnes Oaks High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2398,500,0.209,726,0.303,2352,490,0.208,710,0.302,Y
2016-2017,34,67314,131516,Sacramento,Elk Grove Unified,Marion Mix Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,789,362,0.459,456,0.578,773,356,0.461,449,0.581,Y
2016-2017,34,67314,3430170,Sacramento,Elk Grove Unified,Valley High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1518,1175,0.774,1430,0.942,1422,1096,0.771,1342,0.944,Y
2016-2017,34,67314,3430311,Sacramento,Elk Grove Unified,Calvine High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,174,91,0.523,99,0.569,132,76,0.576,82,0.621,Y
2016-2017,34,67314,3430329,Sacramento,Elk Grove Unified,Rio Cazadero High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,175,108,0.617,115,0.657,108,72,0.667,77,0.713,Y
2016-2017,34,67314,3430352,Sacramento,Elk Grove Unified,Las Flores High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,228,88,0.386,96,0.421,206,78,0.379,86,0.417,Y
2016-2017,34,67314,3430477,Sacramento,Elk Grove Unified,Florin High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1409,1096,0.778,1329,0.943,1360,1051,0.773,1282,0.943,Y
2016-2017,34,67314,3430535,Sacramento,Elk Grove Unified,Transition High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,48,16,0.333,24,0.5,48,16,0.333,24,0.5,Y
2016-2017,34,67314,3430592,Sacramento,Elk Grove Unified,Laguna Creek High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1835,610,0.332,835,0.455,1761,571,0.324,789,0.448,Y
2016-2017,34,67314,3430618,Sacramento,Elk Grove Unified,Sheldon High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2389,954,0.399,1350,0.565,2336,924,0.396,1312,0.562,Y
2016-2017,34,67314,3430873,Sacramento,Elk Grove Unified,Franklin High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2536,551,0.217,879,0.347,2503,538,0.215,863,0.345,Y
2016-2017,34,67314,3432002,Sacramento,Elk Grove Unified,Daylor (William) High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,117,88,0.752,96,0.821,81,59,0.728,66,0.815,Y
2016-2017,34,67314,3432572,Sacramento,Elk Grove Unified,Elk Grove High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1820,445,0.245,652,0.358,1764,414,0.235,614,0.348,Y
2016-2017,34,67314,6032981,Sacramento,Elk Grove Unified,Anna Kirchgater Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,796,570,0.716,688,0.864,796,570,0.716,688,0.864,Y
2016-2017,34,67314,6032999,Sacramento,Elk Grove Unified,Jessie Baker,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,166,81,0.488,107,0.645,108,45,0.417,63,0.583,Y
2016-2017,34,67314,6033005,Sacramento,Elk Grove Unified,Charles E. Mack Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,895,670,0.749,803,0.897,879,659,0.75,788,0.896,Y
2016-2017,34,67314,6033013,Sacramento,Elk Grove Unified,Cosumnes River Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,507,51,0.101,74,0.146,491,48,9.78E-02,71,0.145,Y
2016-2017,34,67314,6033021,Sacramento,Elk Grove Unified,David Reese Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,892,667,0.748,810,0.908,874,652,0.746,793,0.907,Y
2016-2017,34,67314,6033039,Sacramento,Elk Grove Unified,C. W. Dillard Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,438,88,0.201,102,0.233,438,88,0.201,102,0.233,Y
2016-2017,34,67314,6033047,Sacramento,Elk Grove Unified,Elk Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,871,241,0.277,316,0.363,857,234,0.273,309,0.361,Y
2016-2017,34,67314,6033054,Sacramento,Elk Grove Unified,Florin Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,587,460,0.784,523,0.891,587,460,0.784,523,0.891,Y
2016-2017,34,67314,6033062,Sacramento,Elk Grove Unified,Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,769,229,0.298,313,0.407,756,225,0.298,306,0.405,Y
2016-2017,34,67314,6033088,Sacramento,Elk Grove Unified,James A. McKee Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,523,227,0.434,303,0.579,523,227,0.434,303,0.579,Y
2016-2017,34,67314,6033096,Sacramento,Elk Grove Unified,Pleasant Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,453,75,0.166,115,0.254,453,75,0.166,115,0.254,Y
2016-2017,34,67314,6033104,Sacramento,Elk Grove Unified,Samuel Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,950,850,0.895,921,0.969,932,837,0.898,906,0.972,Y
2016-2017,34,67314,6033112,Sacramento,Elk Grove Unified,Sierra-Enterprise Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,424,254,0.599,331,0.781,423,253,0.598,330,0.78,Y
2016-2017,34,67314,6059174,Sacramento,Elk Grove Unified,James Rutter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,930,747,0.803,877,0.943,930,747,0.803,877,0.943,Y
2016-2017,34,67314,6061808,Sacramento,Elk Grove Unified,Joseph Kerr Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,926,255,0.275,353,0.381,926,255,0.275,353,0.381,Y
2016-2017,34,67314,6077291,Sacramento,Elk Grove Unified,Herman Leimbach Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,618,481,0.778,551,0.892,618,481,0.778,551,0.892,Y
2016-2017,34,67314,6098743,Sacramento,Elk Grove Unified,Florence Markofer Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,704,217,0.308,286,0.406,704,217,0.308,286,0.406,Y
2016-2017,34,67314,6098750,Sacramento,Elk Grove Unified,Prairie Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,947,689,0.728,834,0.881,933,680,0.729,822,0.881,Y
2016-2017,34,67314,6101844,Sacramento,Elk Grove Unified,Ellen Feickert Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,639,171,0.268,246,0.385,627,168,0.268,242,0.386,Y
2016-2017,34,67314,6106355,Sacramento,Elk Grove Unified,Isabelle Jackson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,870,524,0.602,685,0.787,857,521,0.608,678,0.791,Y
2016-2017,34,67314,6107700,Sacramento,Elk Grove Unified,Foulks Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,928,250,0.269,327,0.352,913,246,0.269,322,0.353,Y
2016-2017,34,67314,6107718,Sacramento,Elk Grove Unified,Union House Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,863,662,0.767,785,0.91,848,655,0.772,776,0.915,Y
