Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,30,66647,119404,Orange,Placentia-Yorba Linda Unified,Yorba Linda High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1697,234,0.138,393,0.232,1646,228,0.139,384,0.233,Y
2020-2021,30,66647,6030969,Orange,Placentia-Yorba Linda Unified,Yorba Linda Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,772,164,0.212,253,0.328,772,164,0.212,253,0.328,Y
2020-2021,30,66670,6030308,Orange,Santa Ana Unified,Abraham Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,646,523,0.81,567,0.878,639,519,0.812,562,0.879,Y
2020-2021,30,66670,6030209,Orange,Santa Ana Unified,Adams Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,404,303,0.75,342,0.847,396,296,0.747,335,0.846,Y
2020-2021,30,66670,135897,Orange,Santa Ana Unified,Advanced Learning Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,1765,Locally funded,N,3,12,354,273,0.771,307,0.867,354,273,0.771,307,0.867,Y
2020-2021,30,66670,6030217,Orange,Santa Ana Unified,Andrew Jackson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,640,537,0.839,569,0.889,633,532,0.84,564,0.891,Y
2020-2021,30,66670,6030225,Orange,Santa Ana Unified,Carl Harvey Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,372,313,0.841,345,0.927,364,307,0.843,337,0.926,Y
2020-2021,30,66670,3030491,Orange,Santa Ana Unified,Century High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,9,12,1643,1369,0.833,1460,0.889,1479,1257,0.85,1333,0.901,Y
2020-2021,30,66670,3030475,Orange,Santa Ana Unified,Cesar E. Chavez High,Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,359,297,0.827,308,0.858,245,203,0.829,212,0.865,Y
2020-2021,30,66670,6030233,Orange,Santa Ana Unified,Diamond Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,473,381,0.805,407,0.86,464,375,0.808,401,0.864,Y
2020-2021,30,66670,6102826,Orange,Santa Ana Unified,Douglas MacArthur Fundamental Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,6,8,1219,656,0.538,809,0.664,1219,656,0.538,809,0.664,Y
2020-2021,30,66670,101626,Orange,Santa Ana Unified,Edward B. Cole Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,578,Directly funded,Y,K,5,406,290,0.714,335,0.825,397,283,0.713,327,0.824,Y
2020-2021,30,66670,6119127,Orange,Santa Ana Unified,El Sol Santa Ana Science and Arts Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,365,Directly funded,Y,K,8,921,465,0.505,563,0.611,903,455,0.504,552,0.611,Y
2020-2021,30,66670,6095152,Orange,Santa Ana Unified,Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,1,377,302,0.801,323,0.857,373,298,0.799,319,0.855,Y
2020-2021,30,66670,6030266,Orange,Santa Ana Unified,Fremont Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,447,343,0.767,383,0.857,439,339,0.772,378,0.861,Y
2020-2021,30,66670,6108484,Orange,Santa Ana Unified,Garfield Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,633,514,0.812,561,0.886,626,508,0.812,554,0.885,Y
2020-2021,30,66670,6110175,Orange,Santa Ana Unified,George Washington Carver Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,493,415,0.842,445,0.903,482,407,0.844,437,0.907,Y
2020-2021,30,66670,6058986,Orange,Santa Ana Unified,Gerald P. Carr Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,6,8,1296,1142,0.881,1204,0.929,1296,1142,0.881,1204,0.929,Y
2020-2021,30,66670,6117899,Orange,Santa Ana Unified,Gonzalo Felicitas Mendez Fundamental Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,6,8,1448,1126,0.778,1249,0.863,1448,1126,0.778,1249,0.863,Y
2020-2021,30,66670,6099816,Orange,Santa Ana Unified,Greenville Fundamental Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,976,501,0.513,605,0.62,954,494,0.518,598,0.627,Y
2020-2021,30,66670,114736,Orange,Santa Ana Unified,Hector G. Godinez,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,9,12,2409,1879,0.78,2083,0.865,2337,1818,0.778,2018,0.864,Y
2020-2021,30,66670,116582,Orange,Santa Ana Unified,Heroes Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,478,411,0.86,445,0.931,469,405,0.864,438,0.934,Y
2020-2021,30,66670,6030274,Orange,Santa Ana Unified,Hoover Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,320,250,0.781,273,0.853,314,245,0.78,268,0.854,Y
2020-2021,30,66670,6030282,Orange,Santa Ana Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,651,429,0.659,496,0.762,639,422,0.66,487,0.762,Y
2020-2021,30,66670,6116917,Orange,Santa Ana Unified,Jim Thorpe Fundamental,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,883,445,0.504,530,0.6,871,442,0.507,527,0.605,Y
2020-2021,30,66670,6107692,Orange,Santa Ana Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,532,453,0.852,493,0.927,523,446,0.853,486,0.929,Y
2020-2021,30,66670,6098552,Orange,Santa Ana Unified,John Muir Fundamental Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,776,418,0.539,488,0.629,762,409,0.537,479,0.629,Y
2020-2021,30,66670,6106165,Orange,Santa Ana Unified,Jose Sepulveda Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,319,259,0.812,283,0.887,315,256,0.813,279,0.886,Y
2020-2021,30,66670,6058978,Orange,Santa Ana Unified,Julia C. Lathrop Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,2,8,805,700,0.87,745,0.925,805,700,0.87,745,0.925,Y
2020-2021,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,318,274,0.862,288,0.906,213,180,0.845,190,0.892,Y
2020-2021,30,66670,6030316,Orange,Santa Ana Unified,Lowell Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,573,463,0.808,513,0.895,568,458,0.806,508,0.894,Y
2020-2021,30,66670,6030324,Orange,Santa Ana Unified,Madison Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,950,822,0.865,875,0.921,931,806,0.866,859,0.923,Y
2020-2021,30,66670,108373,Orange,Santa Ana Unified,Manuel Esqueda Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,1001,828,0.827,896,0.895,989,817,0.826,885,0.895,Y
2020-2021,30,66670,6030332,Orange,Santa Ana Unified,Martin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,574,485,0.845,523,0.911,567,479,0.845,516,0.91,Y
2020-2021,30,66670,6113377,Orange,Santa Ana Unified,Martin Luther King Jr. Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,560,469,0.838,497,0.887,551,462,0.838,490,0.889,Y
2020-2021,30,66670,6110183,Orange,Santa Ana Unified,Martin R. Heninger Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,1069,927,0.867,981,0.918,1050,911,0.868,963,0.917,Y
2020-2021,30,66670,6061741,Orange,Santa Ana Unified,McFadden Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,6,8,1037,833,0.803,904,0.872,1037,833,0.803,904,0.872,Y
2020-2021,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,9,12,368,258,0.701,296,0.804,365,255,0.699,293,0.803,Y
2020-2021,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,262,203,0.775,217,0.828,259,200,0.772,214,0.826,Y
2020-2021,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,454,415,0.914,429,0.945,446,407,0.913,421,0.944,Y
2020-2021,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,34,0.756,36,0.8,43,33,0.767,35,0.814,Y
2020-2021,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Unified School District,High Schools (Public),Traditional,N/A,Y,632,Directly funded,Y,9,12,370,273,0.738,321,0.868,358,264,0.737,310,0.866,Y
2020-2021,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,701,Directly funded,Y,K,8,625,388,0.621,454,0.726,612,381,0.623,447,0.73,Y
2020-2021,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,474,368,0.776,413,0.871,460,359,0.78,404,0.878,Y
2020-2021,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,6,8,1317,1111,0.844,1188,0.902,1317,1111,0.844,1188,0.902,Y
2020-2021,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,Unified School District,District Community Day Schools,Community Day School,N/A,N ,N/A,N/A,N,6,12,197,179,0.909,184,0.934,183,166,0.907,171,0.934,Y
2020-2021,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,901,760,0.844,820,0.91,893,753,0.843,812,0.909,Y
2020-2021,30,66670,6030399,Orange,Santa Ana Unified,Roosevelt Walker Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,892,760,0.852,821,0.92,877,747,0.852,807,0.92,Y
2020-2021,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,7,12,1575,1238,0.786,1348,0.856,1443,1137,0.788,1239,0.859,Y
2020-2021,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,9,12,3323,2843,0.856,2990,0.9,3205,2738,0.854,2882,0.899,Y
2020-2021,30,66670,6030407,Orange,Santa Ana Unified,Santiago Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,1043,556,0.533,673,0.645,1034,552,0.534,669,0.647,Y
2020-2021,30,66670,108365,Orange,Santa Ana Unified,Segerstrom High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,9,12,2513,1548,0.616,1834,0.73,2451,1509,0.616,1783,0.727,Y
2020-2021,30,66670,6030415,Orange,Santa Ana Unified,Sierra Preparatory Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,6,8,601,529,0.88,558,0.928,601,529,0.88,558,0.928,Y
2020-2021,30,66670,6071195,Orange,Santa Ana Unified,Taft Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,493,331,0.671,382,0.775,486,328,0.675,379,0.78,Y
2020-2021,30,66670,6030241,Orange,Santa Ana Unified,Thomas A. Edison Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,436,344,0.789,379,0.869,427,336,0.787,371,0.869,Y
2020-2021,30,66670,3036456,Orange,Santa Ana Unified,Valley High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,9,12,2227,1879,0.844,1989,0.893,2130,1795,0.843,1899,0.892,Y
2020-2021,30,66670,6114631,Orange,Santa Ana Unified,Wallace R. Davis Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,451,412,0.914,430,0.953,444,406,0.914,424,0.955,Y
2020-2021,30,66670,6030431,Orange,Santa Ana Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,631,552,0.875,577,0.914,615,536,0.872,561,0.912,Y
2020-2021,30,66670,6061758,Orange,Santa Ana Unified,Willard Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,6,8,559,498,0.891,521,0.932,559,498,0.891,521,0.932,Y
2020-2021,30,66670,6030449,Orange,Santa Ana Unified,Wilson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,474,411,0.867,435,0.918,463,403,0.87,424,0.916,Y
2020-2021,30,66696,6030456,Orange,Savanna Elementary,Cerritos Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,393,198,0.504,217,0.552,380,192,0.505,210,0.553,Y
2020-2021,30,66696,6030464,Orange,Savanna Elementary,Hansen Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,522,367,0.703,387,0.741,508,358,0.705,378,0.744,Y
2020-2021,30,66696,6030472,Orange,Savanna Elementary,Holder Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,481,262,0.545,288,0.599,481,262,0.545,288,0.599,Y
2020-2021,30,66696,1,Orange,Savanna Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0.5,1,0.5,2,1,0.5,1,0.5,Y
2020-2021,30,66696,6030506,Orange,Savanna Elementary,Twila Reid Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,551,330,0.599,360,0.653,541,324,0.599,354,0.654,Y
2020-2021,30,66746,119925,Orange,Westminster,Ada Clegg Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,516,216,0.419,243,0.471,508,213,0.419,239,0.47,Y
2020-2021,30,66746,6030795,Orange,Westminster,Anderson Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,519,394,0.759,428,0.825,512,388,0.758,422,0.824,Y
2020-2021,30,66746,6030738,Orange,Westminster,Demille Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,494,331,0.67,362,0.733,485,324,0.668,354,0.73,Y
2020-2021,30,66746,6030761,Orange,Westminster,Eastwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,509,114,0.224,126,0.248,504,114,0.226,125,0.248,Y
2020-2021,30,66746,6030753,Orange,Westminster,Finley Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,352,263,0.747,293,0.832,341,257,0.754,286,0.839,Y
2020-2021,30,66746,6030787,Orange,Westminster,Fryberger Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,354,239,0.675,270,0.763,348,235,0.675,265,0.761,Y
2020-2021,30,66746,6030712,Orange,Westminster,Helen Stacey Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,935,431,0.461,483,0.517,935,431,0.461,483,0.517,Y
2020-2021,30,66746,6030829,Orange,Westminster,Jessie Hayden Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,652,454,0.696,499,0.765,644,446,0.693,491,0.762,Y
2020-2021,30,66746,119172,Orange,Westminster,John F. Land,Elementary School District,Preschool,Special Education School,Not Participating,N ,N/A,N/A,N,P,P,1,0,0,0,0,0,0,0,0,0,Y
2020-2021,30,66746,6030878,Orange,Westminster,Johnson Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,673,463,0.688,515,0.765,673,463,0.688,515,0.765,Y
2020-2021,30,66746,6030811,Orange,Westminster,Meairs Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,485,376,0.775,400,0.825,483,375,0.776,399,0.826,Y
2020-2021,30,66746,1,Orange,Westminster,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,0.5,2,0.5,4,2,0.5,2,0.5,Y
2020-2021,30,66746,6030860,Orange,Westminster,Schmitt Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,326,254,0.779,277,0.85,326,254,0.779,277,0.85,Y
2020-2021,30,66746,6030720,Orange,Westminster,Schroeder Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,507,165,0.325,183,0.361,497,162,0.326,180,0.362,Y
2020-2021,30,66746,6030886,Orange,Westminster,Sequoia Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,461,227,0.492,262,0.568,456,224,0.491,259,0.568,Y
2020-2021,30,66746,6030928,Orange,Westminster,Warner Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,1039,756,0.728,827,0.796,1039,756,0.728,827,0.796,Y
2020-2021,30,66746,6030837,Orange,Westminster,Webber Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,328,245,0.747,274,0.835,320,237,0.741,266,0.831,Y
2020-2021,30,66746,6030852,Orange,Westminster,Willmore Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,452,281,0.622,321,0.71,443,278,0.628,317,0.716,Y
2020-2021,30,73635,6109540,Orange,Saddleback Valley Unified,Cielo Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,632,255,0.403,273,0.432,573,246,0.429,264,0.461,Y
2020-2021,30,73635,6068639,Orange,Saddleback Valley Unified,Cordillera Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,229,78,0.341,81,0.354,229,78,0.341,81,0.354,Y
2020-2021,30,73635,6085336,Orange,Saddleback Valley Unified,De Portola Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,504,57,0.113,57,0.113,504,57,0.113,57,0.113,Y
2020-2021,30,73635,6071153,Orange,Saddleback Valley Unified,Del Cerro Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,393,110,0.28,118,0.3,393,110,0.28,118,0.3,Y
2020-2021,30,73635,6101059,Orange,Saddleback Valley Unified,Del Lago Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,366,96,0.262,100,0.273,338,93,0.275,97,0.287,Y
2020-2021,30,73635,0,Orange,Saddleback Valley Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,714,315,0.441,328,0.459,714,315,0.441,328,0.459,Y
2020-2021,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,2219,614,0.277,644,0.29,2141,596,0.278,625,0.292,Y
2020-2021,30,73635,6089510,Orange,Saddleback Valley Unified,Esperanza Education Center,Unified School District,Special Education Schools (Public),Special Education School,Not Participating,N ,N/A,N/A,N,7,12,84,21,0.25,22,0.262,6,2,0.333,2,0.333,Y
